accid,canonical,taxonRank,status,authorship,id,group
0,Bothriomyrmex_communista,species,accepted,"Santschi, 1919",431713,ants
0,Bothriomyrmex_corsicus,species,accepted,"Santschi, 1923",431714,ants
0,Bothriomyrmex_costae,species,accepted,"Emery, 1869",431715,ants
0,Bothriomyrmex_crosi,species,accepted,"Santschi, 1919",431716,ants
0,Bothriomyrmex_cuculus,species,accepted,"Santschi, 1919",431717,ants
0,Bothriomyrmex_decapitans,species,accepted,"Santschi, 1911",431718,ants
0,Bothriomyrmex_emarginatus,species,accepted,"Santschi, 1919",431719,ants
0,Bothriomyrmex_meridionalis_hungaricus,species,accepted,"Roszler, 1942",431723,ants
0,Bothriomyrmex_inquilinus,species,accepted,"Santschi, 1919",431724,ants
0,Bothriomyrmex_jannonei,species,accepted,"Menozzi, 1936",431727,ants
0,Bothriomyrmex_kusnezovi,species,accepted,"Emery, 1925",431728,ants
0,Bothriomyrmex_laticeps,species,accepted,"Emery, 1925",431729,ants
0,Bothriomyrmex_meridionalis_marocanus,species,accepted,"Santschi, 1923",431731,ants
0,Bothriomyrmex_meridionalis,species,accepted,"(Roger, 1863)",431733,ants
0,Bothriomyrmex_modestus,species,accepted,"Radchenko, 1985",431734,ants
0,Bothriomyrmex_paradoxus,species,accepted,"Dubovikoff & Longino, 2004",431737,ants
0,Bothriomyrmex_atlantis_perfidus,species,accepted,"Santschi, 1926",431738,ants
0,Bothriomyrmex_pubens,species,accepted,"Santschi, 1919",431739,ants
0,Bothriomyrmex_regicidus,species,accepted,"Santschi, 1919",431741,ants
0,Bothriomyrmex_salsurae,species,accepted,"Donisthorpe, 1944",431743,ants
0,Bothriomyrmex_saundersi,species,accepted,"Santschi, 1922",431744,ants
0,Bothriomyrmex_syria,species,accepted,"Forel, 1910",431746,ants
0,Bothriomyrmex_turcomenicus,species,accepted,"Emery, 1925",431747,ants
0,Bothriomyrmex_urartus,species,accepted,"Dubovikov, 2002",431748,ants
0,Brachymyrmex_admotus,species,accepted,"Mayr, 1887",431749,ants
0,Brachymyrmex_antennatus,species,accepted,"Santschi, 1929",431751,ants
0,Brachymyrmex_aphidicola,species,accepted,"Forel, 1909",431752,ants
0,Brachymyrmex_australis,species,accepted,"Forel, 1901",431755,ants
0,Brachymyrmex_bruchi,species,accepted,"Forel, 1912",431761,ants
0,Brachymyrmex_cavernicola,species,accepted,"Wheeler, 1938",431762,ants
0,Brachymyrmex_coactus,species,accepted,"Mayr, 1887",431763,ants
0,Brachymyrmex_cordemoyi,species,accepted,"Forel, 1895",431765,ants
0,Brachymyrmex_degener,species,accepted,"Emery, 1906",431768,ants
0,Brachymyrmex_depilis,species,accepted,"Emery, 1893",431769,ants
0,Brachymyrmex_donisthorpei,species,accepted,"Santschi, 1939",431771,ants
0,Brachymyrmex_fiebrigi,species,accepted,"Forel, 1908",431773,ants
0,Brachymyrmex_flavidulus,species,accepted,"(Roger, 1863)",431775,ants
0,Brachymyrmex_gagates,species,accepted,"Wheeler, 1934",431779,ants
0,Brachymyrmex_gaucho,species,accepted,"Santschi, 1917",431780,ants
0,Brachymyrmex_giardi,species,accepted,"Emery, 1895",431781,ants
0,Brachymyrmex_heeri,species,accepted,"Forel, 1874",431783,ants
0,Brachymyrmex_micromegas,species,accepted,"Santschi, 1923",431791,ants
0,Brachymyrmex_minutus,species,accepted,"Forel, 1893",431792,ants
0,Brachymyrmex_modestus,species,accepted,"Santschi, 1923",431793,ants
0,Brachymyrmex_musculus,species,accepted,"Forel, 1899",431794,ants
0,Brachymyrmex_myops,species,accepted,"Emery, 1906",431795,ants
0,Brachymyrmex_nebulosus,species,accepted,"LaPolla & Longino, 2006",431797,ants
0,Brachymyrmex_obscurior,species,accepted,"Forel, 1893",431802,ants
0,Brachymyrmex_oculatus,species,accepted,"Santschi, 1919",431803,ants
0,Brachymyrmex_patagonicus,species,accepted,"Mayr, 1868",431804,ants
0,Brachymyrmex_pictus,species,accepted,"Mayr, 1887",431806,ants
0,Brachymyrmex_pilipes,species,accepted,"Mayr, 1887",431807,ants
0,Brachymyrmex_australis_pullus,species,accepted,"Santschi, 1933",431808,ants
0,Brachymyrmex_santschii,species,accepted,"Menozzi, 1927",431811,ants
0,Brachymyrmex_termitophilus,species,accepted,"Forel, 1895",431812,ants
0,Brachymyrmex_tristis,species,accepted,"Mayr, 1870",431813,ants
0,Bregmatomyrma_carnosa,species,accepted,"Wheeler, 1929",431819,ants
0,Calomyrmex_albertisi,species,accepted,"(Emery, 1887)",431822,ants
0,Calomyrmex_albopilosus,species,accepted,"(Mayr, 1876)",431823,ants
0,Calomyrmex_glauerti,species,accepted,"Clark, 1930",431826,ants
0,Calomyrmex_impavidus,species,accepted,"(Forel, 1893)",431827,ants
0,Calomyrmex_laevissimus,species,accepted,"(Smith, 1859)",431828,ants
0,Calomyrmex_splendidus_mutans,species,accepted,"(Forel, 1910)",431829,ants
0,Calomyrmex_purpureus,species,accepted,"(Mayr, 1876)",431830,ants
0,Calomyrmex_similis,species,accepted,"(Mayr, 1876)",431831,ants
0,Calomyrmex_purpureus_smaragdinus,species,accepted,"Emery, 1898",431832,ants
0,Calomyrmex_splendidus,species,accepted,"(Mayr, 1876)",431833,ants
0,Calomyrmex_laevissimus_trochanteralis,species,accepted,"Emery, 1911",431834,ants
0,Calomyrmex_tropicus,species,accepted,"(Smith, 1861)",431835,ants
0,Calomyrmex_splendidus_viridiventris,species,accepted,"Forel, 1915",431836,ants
0,Calomyrmex_albopilosus_wienandsi,species,accepted,"(Forel, 1910)",431837,ants
0,Calyptomyrmex_arnoldi,species,accepted,"(Forel, 1913)",431839,ants
0,Calyptomyrmex_asper,species,accepted,"Shattuck, 2011",431840,ants
0,Calyptomyrmex_barak,species,accepted,"Bolton, 1981",431841,ants
0,Calyptomyrmex_beccarii,species,accepted,"Emery, 1887",431842,ants
0,Calyptomyrmex_brevis,species,accepted,"Weber, 1943",431843,ants
0,Calyptomyrmex_brunneus,species,accepted,"Arnold, 1948",431844,ants
0,Calyptomyrmex_caledonicus,species,accepted,"Shattuck, 2011",431845,ants
0,Calyptomyrmex_clavatus,species,accepted,"Weber, 1952",431847,ants
0,Calyptomyrmex_claviseta,species,accepted,"(Santschi, 1914)",431848,ants
0,Calyptomyrmex_danum,species,accepted,"Shattuck, 2011",431849,ants
0,Calyptomyrmex_duhun,species,accepted,"Bolton, 1981",431850,ants
0,Calyptomyrmex_foreli,species,accepted,"Emery, 1915",431853,ants
0,Calyptomyrmex_fragarus,species,accepted,"Shattuck, 2011",431854,ants
0,Calyptomyrmex_friederikae,species,accepted,"Kutter, 1976",431855,ants
0,Calyptomyrmex_fritillus,species,accepted,"Shattuck, 2011",431856,ants
0,Calyptomyrmex_grammus,species,accepted,"Shattuck, 2011",431858,ants
0,Calyptomyrmex_kaurus,species,accepted,"Bolton, 1981",431860,ants
0,Calyptomyrmex_lineolus,species,accepted,"Shattuck, 2011",431861,ants
0,Calyptomyrmex_loweryi,species,accepted,"Shattuck, 2011",431863,ants
0,Calyptomyrmex_nedjem,species,accepted,"Bolton, 1981",431864,ants
0,Calyptomyrmex_nummuliticus,species,accepted,"Santschi, 1914",431865,ants
0,Calyptomyrmex_ocullatus,species,accepted,"Shattuck, 2011",431866,ants
0,Calyptomyrmex_piripilis,species,accepted,"Santschi, 1923",431867,ants
0,Calyptomyrmex_rectopilosus,species,accepted,"Dlussky & Radchenko, 1990",431870,ants
0,Calyptomyrmex_rennefer,species,accepted,"Bolton, 1981",431871,ants
0,Calyptomyrmex_retrostriatus,species,accepted,"Shattuck, 2011",431873,ants
0,Calyptomyrmex_ryderae,species,accepted,"Shattuck, 2011",431875,ants
0,Calyptomyrmex_sabahensis,species,accepted,"Shattuck, 2011",431876,ants
0,Calyptomyrmex_shasu,species,accepted,"Bolton, 1981",431878,ants
0,Calyptomyrmex_singalensis,species,accepted,"Baroni Urbani, 1975",431879,ants
0,Calyptomyrmex_sparsus,species,accepted,"Shattuck, 2011",431880,ants
0,Calyptomyrmex_stellatus,species,accepted,"Santschi, 1915",431881,ants
0,Calyptomyrmex_tamil,species,accepted,"Baroni Urbani, 1975",431882,ants
0,Calyptomyrmex_taylori,species,accepted,"Shattuck, 2011",431883,ants
0,Calyptomyrmex_tensus,species,accepted,"Bolton, 1981",431884,ants
0,Calyptomyrmex_vedda,species,accepted,"Baroni Urbani, 1975",431885,ants
0,Calyptomyrmex_wittmeri,species,accepted,"Baroni Urbani, 1975",431886,ants
0,Camponotus_abjectus,species,accepted,"Santschi, 1937",431894,ants
0,Camponotus_abrahami,species,accepted,"Forel, 1913",431895,ants
0,Camponotus_auropubens_absalon,species,accepted,"Santschi, 1915",431896,ants
0,Camponotus_abscisus,species,accepted,"Roger, 1863",431897,ants
0,Camponotus_absquatulator,species,accepted,"Snelling, 2006",431898,ants
0,Camponotus_abunanus,species,accepted,"Mann, 1916",431899,ants
0,Camponotus_robecchii_abyssinicus,species,accepted,"Santschi, 1913",431900,ants
0,Camponotus_planatus_acaciae,species,accepted,"Emery, 1920",431901,ants
0,Camponotus_acutirostris,species,accepted,"Wheeler, 1910",431904,ants
0,Camponotus_chrysurus_acutisquamis,species,accepted,"Mayr, 1902",431905,ants
0,Camponotus_acvapimensis,species,accepted,"Mayr, 1862",431906,ants
0,Camponotus_adami,species,accepted,"Forel, 1910",431907,ants
0,Camponotus_adenensis,species,accepted,"Emery, 1893",431908,ants
0,Camponotus_hospes_adultus,species,accepted,"Viehmeyer, 1916",431912,ants
0,Camponotus_bellus_adustus,species,accepted,"Viehmeyer, 1916",431913,ants
0,Camponotus_aegaeus,species,accepted,"Emery, 1915",431914,ants
0,Camponotus_aegyptiacus,species,accepted,"Emery, 1915",431915,ants
0,Camponotus_aeneopilosus,species,accepted,"Mayr, 1862",431916,ants
0,Camponotus_aequatorialis,species,accepted,"Roger, 1863",431917,ants
0,Camponotus_blandus_aequinotus,species,accepted,"Forel, 1902",431918,ants
0,Camponotus_aequitas,species,accepted,"Santschi, 1920",431919,ants
0,Camponotus_perroti_aeschylus,species,accepted,"Forel, 1913",431920,ants
0,Camponotus_arcuatus_aesopus,species,accepted,"Forel, 1907",431921,ants
0,Camponotus_aethiops,species,accepted,"(Latreille, 1798)",431922,ants
0,Camponotus_ligniperda_afer,species,accepted,"Starcke, 1942",431923,ants
0,Camponotus_afflatus,species,accepted,"Viehmeyer, 1925",431924,ants
0,Camponotus_ager,species,accepted,"(Smith, 1858)",431926,ants
0,Camponotus_agonius,species,accepted,"Santschi, 1915",431929,ants
0,Camponotus_thraso_agricola,species,accepted,"Forel, 1910",431930,ants
0,Camponotus_aguilerai,species,accepted,"Kusnezov, 1952",431931,ants
0,Camponotus_foleyi_ajjer,species,accepted,"Bernard, 1953",431932,ants
0,Camponotus_ferreri_akka,species,accepted,"Forel, 1916",431933,ants
0,Camponotus_alacer,species,accepted,"Forel, 1912",431934,ants
0,Camponotus_macilentus_albemarlensis,species,accepted,"Wheeler, 1919",431935,ants
0,Camponotus_albicoxis,species,accepted,"Forel, 1899",431936,ants
0,Camponotus_albipes,species,accepted,"Emery, 1893",431937,ants
0,Camponotus_albistramineus,species,accepted,"Wheeler, 1936",431939,ants
0,Camponotus_albivillosus,species,accepted,"Zhou, 2001",431941,ants
0,Camponotus_alboannulatus,species,accepted,"Mayr, 1887",431942,ants
0,Camponotus_albocinctus,species,accepted,"(Ashmead, 1905)",431943,ants
0,Camponotus_albosparsus,species,accepted,"Bingham, 1903",431945,ants
0,Camponotus_sexguttatus_albotaeniolatus,species,accepted,"Forel, 1921",431946,ants
0,Camponotus_alii,species,accepted,"Forel, 1890",431950,ants
0,Camponotus_macilentus_altinotus,species,accepted,"Stitz, 1932",431954,ants
0,Camponotus_altivagans,species,accepted,"Wheeler, 1936",431956,ants
0,Camponotus_amamianus,species,accepted,"Terayama, 1991",431957,ants
0,Camponotus_amaurus,species,accepted,"Espadaler, 1997",431958,ants
0,Camponotus_crassus_amazonicus,species,accepted,"Santschi, 1922",431959,ants
0,Camponotus_variegatus_ambonensis,species,accepted,"Karavaiev, 1930",431961,ants
0,Camponotus_americanus,species,accepted,"Mayr, 1862",431963,ants
0,Camponotus_americana,species,accepted,"(Buckley, 1866)",431964,ants
0,Camponotus_amoris,species,accepted,"Forel, 1904",431966,ants
0,Camponotus_cinereus_amperei,species,accepted,"Forel, 1913",431967,ants
0,Camponotus_amphidus,species,accepted,"Santschi, 1926",431968,ants
0,Camponotus_eugeniae_amplior,species,accepted,"Forel, 1913",431969,ants
0,Camponotus_punctulatus_andigenus,species,accepted,"Emery, 1903",431972,ants
0,Camponotus_andrei,species,accepted,"Forel, 1885",431973,ants
0,Camponotus_andrewsi,species,accepted,"Donisthorpe, 1936",431974,ants
0,Camponotus_andyyoungi,species,accepted,"McArthur, 2008",431976,ants
0,Camponotus_anguliceps,species,accepted,"Stitz, 1938",431980,ants
0,Camponotus_angusticeps,species,accepted,"Emery, 1886",431985,ants
0,Camponotus_angusticollis,species,accepted,"(Jerdon, 1851)",431986,ants
0,Camponotus_discors_angustinodus,species,accepted,"Emery, 1925",431987,ants
0,Camponotus_anningensis,species,accepted,"Wu & Wang, 1989",431990,ants
0,Camponotus_annulatus,species,accepted,"Karavaiev, 1929",431992,ants
0,Camponotus_canescens_antennatus,species,accepted,"Santschi, 1920",431993,ants
0,Camponotus_vestitus_anthracinus,species,accepted,"Santschi, 1930",431995,ants
0,Camponotus_anthrax,species,accepted,"Wheeler, 1911",431996,ants
0,Camponotus_sexguttatus_antiguanus,species,accepted,"Wheeler, 1923",431997,ants
0,Camponotus_chrysurus_apellis,species,accepted,"Santschi, 1911",431998,ants
0,Camponotus_apicalis,species,accepted,"(Mann, 1916)",431999,ants
0,Camponotus_apostolus,species,accepted,"Forel, 1901",432000,ants
0,Camponotus_arabicus,species,accepted,"Collingwood, 1985",432001,ants
0,Camponotus_arboreus,species,accepted,"(Smith, 1858)",432002,ants
0,Camponotus_arcuatus,species,accepted,"Mayr, 1876",432003,ants
0,Camponotus_arenatus,species,accepted,"Shattuck & McArthur, 2002",432005,ants
0,Camponotus_auropubens_argentopubens,species,accepted,"Santschi, 1915",432006,ants
0,Camponotus_argus,species,accepted,"Santschi, 1935",432007,ants
0,Camponotus_arhuacus,species,accepted,"Forel, 1902",432008,ants
0,Camponotus_armeniacus,species,accepted,"Arnol'di, 1967",432009,ants
0,Camponotus_arminius,species,accepted,"Forel, 1910",432010,ants
0,Camponotus_armstrongi,species,accepted,"McAreavey, 1949",432012,ants
0,Camponotus_arnoldinus,species,accepted,"Forel, 1914",432016,ants
0,Camponotus_arrogans,species,accepted,"(Smith, 1858)",432017,ants
0,Camponotus_ashokai,species,accepted,"Karmaly & Narendran, 2006",432019,ants
0,Camponotus_asli,species,accepted,"Dumpert, 1989",432020,ants
0,Camponotus_micans_asniensis,species,accepted,"Santschi, 1939",432021,ants
0,Camponotus_cruentatus_asper,species,accepted,"Menozzi, 1925",432022,ants
0,Camponotus_thraso_assabensis,species,accepted,"Emery, 1925",432023,ants
0,Camponotus_robecchii_assumptionis,species,accepted,"Crawley, 1921",432024,ants
0,Camponotus_coruscus_astilbus,species,accepted,"Stitz, 1938",432025,ants
0,Camponotus_aterrimus,species,accepted,"Emery, 1895",432026,ants
0,Camponotus_atlantis,species,accepted,"Forel, 1890",432027,ants
0,Camponotus_atra,species,accepted,"(Buckley, 1866)",432029,ants
0,Camponotus_simillimus_atratior,species,accepted,"Santschi, 1922",432032,ants
0,Camponotus_atriceps,species,accepted,"(Smith, 1858)",432033,ants
0,Camponotus_atricolor,species,accepted,"(Nylander, 1849)",432035,ants
0,Camponotus_atlantis_atrioris,species,accepted,"Santschi, 1922",432037,ants
0,Camponotus_atriscapus,species,accepted,"Santschi, 1926",432038,ants
0,Camponotus_atrox,species,accepted,"Emery, 1925",432039,ants
0,Camponotus_augustei,species,accepted,"Wheeler & Mann, 1914",432041,ants
0,Camponotus_rectangularis_aulicus,species,accepted,"Wheeler, 1933",432043,ants
0,Camponotus_auratiacus,species,accepted,"Zhou, 2001",432044,ants
0,Camponotus_aureopilus,species,accepted,"Viehmeyer, 1914",432047,ants
0,Camponotus_aureus,species,accepted,"Dumpert et al., 2006",432048,ants
0,Camponotus_alii_auresi,species,accepted,"Emery, 1920",432049,ants
0,Camponotus_auricomus,species,accepted,"Roger, 1862",432050,ants
0,Camponotus_auriculatus,species,accepted,"Mayr, 1897",432051,ants
0,Camponotus_auriventris,species,accepted,"Emery, 1889",432052,ants
0,Camponotus_aurocinctus,species,accepted,"(Smith, 1858)",432053,ants
0,Camponotus_aurofasciatus,species,accepted,"Santschi, 1915",432054,ants
0,Camponotus_auropubens,species,accepted,"Forel, 1894",432056,ants
0,Camponotus_aurosus,species,accepted,"Roger, 1863",432057,ants
0,Camponotus_autrani,species,accepted,"Forel, 1886",432059,ants
0,Camponotus_avius,species,accepted,"Santschi, 1926",432061,ants
0,Camponotus_carin_babiensis,species,accepted,"Emery, 1925",432064,ants
0,Camponotus_variegatus_bacchus,species,accepted,"(Smith, 1858)",432065,ants
0,Camponotus_bakeri,species,accepted,"Wheeler, 1904",432070,ants
0,Camponotus_baldaccii,species,accepted,"Emery, 1908",432071,ants
0,Camponotus_balzani,species,accepted,"Emery, 1894",432074,ants
0,Camponotus_banghaasi,species,accepted,"Emery, 1903",432076,ants
0,Camponotus_barbaricus,species,accepted,"Emery, 1905",432077,ants
0,Camponotus_barbarossa,species,accepted,"Emery, 1920",432078,ants
0,Camponotus_barbatus,species,accepted,"Roger, 1863",432079,ants
0,Camponotus_fastigatus_barbiculus,species,accepted,"Santschi, 1922",432082,ants
0,Camponotus_barbosus,species,accepted,"Baroni Urbani, 1971",432084,ants
0,Camponotus_walkeri_bardus,species,accepted,"Forel, 1910",432085,ants
0,Camponotus_propinquus_baretoi,species,accepted,"Santschi, 1922",432086,ants
0,Camponotus_macilentus_barringtonensis,species,accepted,"Wheeler, 1919",432088,ants
0,Camponotus_sylvaticus_basalis,species,accepted,"Smith, 1878",432089,ants
0,Camponotus_sexguttatus_basirectus,species,accepted,"Wheeler, 1923",432090,ants
0,Camponotus_basuto,species,accepted,"Arnold, 1958",432091,ants
0,Camponotus_batesii,species,accepted,"Forel, 1895",432092,ants
0,Camponotus_variegatus_batta,species,accepted,"Menozzi, 1930",432093,ants
0,Camponotus_bayeri,species,accepted,"Forel, 1913",432094,ants
0,Camponotus_baynei,species,accepted,"Arnold, 1922",432095,ants
0,Camponotus_beccarii,species,accepted,"Emery, 1887",432096,ants
0,Camponotus_hova_becki,species,accepted,"Santschi, 1923",432097,ants
0,Camponotus_bedoti,species,accepted,"Emery, 1893",432098,ants
0,Camponotus_beebei,species,accepted,"Wheeler, 1918",432099,ants
0,Camponotus_cinctellus_belliceps,species,accepted,"Santschi, 1939",432101,ants
0,Camponotus_intrepidus_bellicosus,species,accepted,"Forel, 1902",432102,ants
0,Camponotus_belligerus,species,accepted,"Santschi, 1920",432103,ants
0,Camponotus_bellus,species,accepted,"Forel, 1908",432104,ants
0,Camponotus_belumensis,species,accepted,"Dumpert, 1995",432105,ants
0,Camponotus_suffusus_bendigensis,species,accepted,"Forel, 1902",432106,ants
0,Camponotus_benguelensis,species,accepted,"Santschi, 1911",432107,ants
0,Camponotus_confluens_bequaerti,species,accepted,"Forel, 1913",432108,ants
0,Camponotus_bermudezi,species,accepted,"Aguayo, 1932",432111,ants
0,Camponotus_compressus_bernardi,species,accepted,"Ozdikmen, 2010",432112,ants
0,Camponotus_berthoudi,species,accepted,"Forel, 1879",432113,ants
0,Camponotus_bertolonii,species,accepted,"Emery, 1895",432114,ants
0,Camponotus_bianconii,species,accepted,"Emery, 1895",432116,ants
0,Camponotus_arminius_bicontractus,species,accepted,"Wheeler, 1922",432119,ants
0,Camponotus_bidens,species,accepted,"Mayr, 1870",432120,ants
0,Camponotus_bifossus,species,accepted,"Santschi, 1917",432121,ants
0,Camponotus_bigenus,species,accepted,"Santschi, 1919",432122,ants
0,Camponotus_sexguttatus_biguttatus,species,accepted,"Emery, 1894",432123,ants
0,Camponotus_macilentus_bindloensis,species,accepted,"Wheeler, 1919",432126,ants
0,Camponotus_binghamii,species,accepted,"Forel, 1894",432127,ants
0,Camponotus_oblongus_binominatus,species,accepted,"Forel, 1916",432128,ants
0,Camponotus_biolleyi,species,accepted,"Forel, 1902",432129,ants
0,Camponotus_bishamon,species,accepted,"Terayama, 1999",432131,ants
0,Camponotus_bispinosus,species,accepted,"Mayr, 1870",432132,ants
0,Camponotus_bituberculatus,species,accepted,"Andre, 1889",432133,ants
0,Camponotus_blandus,species,accepted,"(Smith, 1858)",432134,ants
0,Camponotus_bocki,species,accepted,"Forel, 1907",432135,ants
0,Camponotus_boghossiani,species,accepted,"Forel, 1911",432137,ants
0,Camponotus_hova_boivini,species,accepted,"Forel, 1891",432138,ants
0,Camponotus_vestitus_bombycinus,species,accepted,"Santschi, 1930",432140,ants
0,Camponotus_bonariensis,species,accepted,"Mayr, 1868",432141,ants
0,Camponotus_borellii,species,accepted,"Emery, 1894",432142,ants
0,Camponotus_bottegoi,species,accepted,"Emery, 1895",432145,ants
0,Camponotus_callistus_bradleyi,species,accepted,"Wheeler, 1934",432147,ants
0,Camponotus_branneri,species,accepted,"(Mann, 1916)",432148,ants
0,Camponotus_brasiliensis,species,accepted,"Mayr, 1862",432149,ants
0,Camponotus_braunsi,species,accepted,"Mayr, 1895",432150,ants
0,Camponotus_brettesi,species,accepted,"Forel, 1899",432151,ants
0,Camponotus_punctulatus_brevibarbis,species,accepted,"Santschi, 1939",432152,ants
0,Camponotus_brevicollis,species,accepted,"Stitz, 1916",432153,ants
0,Camponotus_brevis,species,accepted,"Forel, 1899",432154,ants
0,Camponotus_breviscapus,species,accepted,"Zhou, 2001",432155,ants
0,Camponotus_brevisetosus,species,accepted,"Forel, 1910",432156,ants
0,Camponotus_britteni,species,accepted,"Donisthorpe, 1931",432158,ants
0,Camponotus_brookei,species,accepted,"Forel, 1914",432160,ants
0,Camponotus_bruchi,species,accepted,"Forel, 1912",432161,ants
0,Camponotus_brullei,species,accepted,"(Smith, 1858)",432163,ants
0,Camponotus_bruneiensis,species,accepted,"Viehmeyer, 1922",432164,ants
0,Camponotus_brunni,species,accepted,"Forel, 1901",432167,ants
0,Camponotus_brutus,species,accepted,"Forel, 1886",432168,ants
0,Camponotus_buchholzi,species,accepted,"Mayr, 1902",432171,ants
0,Camponotus_buddhae,species,accepted,"Forel, 1892",432172,ants
0,Camponotus_bugnioni,species,accepted,"Forel, 1899",432173,ants
0,Camponotus_burgeoni,species,accepted,"Santschi, 1926",432175,ants
0,Camponotus_burtoni,species,accepted,"Mann, 1916",432176,ants
0,Camponotus_butteli,species,accepted,"Forel, 1905",432177,ants
0,Camponotus_contractus_buttesi,species,accepted,"Forel, 1902",432178,ants
0,Camponotus_buttikeri,species,accepted,"Arnold, 1958",432179,ants
0,Camponotus_aethiops_cachmiriensis,species,accepted,"Emery, 1925",432182,ants
0,Camponotus_cacicus,species,accepted,"Emery, 1903",432183,ants
0,Camponotus_caesar,species,accepted,"Forel, 1886",432185,ants
0,Camponotus_caffer,species,accepted,"Emery, 1895",432186,ants
0,Camponotus_callistus,species,accepted,"Emery, 1911",432191,ants
0,Camponotus_callmorphus,species,accepted,"Stitz, 1923",432192,ants
0,Camponotus_camelinus,species,accepted,"(Smith, 1857)",432196,ants
0,Camponotus_cameranoi,species,accepted,"Emery, 1894",432198,ants
0,Camponotus_cameratus,species,accepted,"Viehmeyer, 1925",432199,ants
0,Camponotus_cameroni,species,accepted,"Forel, 1892",432200,ants
0,Camponotus_brettesi_canalis,species,accepted,"Forel, 1912",432201,ants
0,Camponotus_braunsi_candidus,species,accepted,"Santschi, 1926",432202,ants
0,Camponotus_candiotes,species,accepted,"Emery, 1894",432203,ants
0,Camponotus_canescens,species,accepted,"Mayr, 1870",432204,ants
0,Camponotus_capito,species,accepted,"Mayr, 1876",432205,ants
0,Camponotus_capperi,species,accepted,"Forel, 1899",432206,ants
0,Camponotus_caracalla,species,accepted,"Forel, 1912",432207,ants
0,Camponotus_carbo,species,accepted,"Emery, 1877",432208,ants
0,Camponotus_carbonarius,species,accepted,"(Latreille, 1802)",432209,ants
0,Camponotus_sphaericus_cardini,species,accepted,"Mann, 1920",432210,ants
0,Camponotus_irritans_carensis,species,accepted,"Emery, 1920",432211,ants
0,Camponotus_carin,species,accepted,"Emery, 1889",432212,ants
0,Camponotus_irritans_carinifer,species,accepted,"Viehmeyer, 1916",432216,ants
0,Camponotus_caryae,species,accepted,"(Fitch, 1855)",432219,ants
0,Camponotus_casicus,species,accepted,"Santschi, 1920",432220,ants
0,Camponotus_pompeius_cassius,species,accepted,"Wheeler, 1922",432221,ants
0,Camponotus_castaneus,species,accepted,"(Latreille, 1802)",432222,ants
0,Camponotus_castaneus,species,accepted,"(Latreille, 1802)",432223,ants
0,Camponotus_castanicola,species,accepted,"Donisthorpe, 1943",432225,ants
0,Camponotus_macilentus_castellanus,species,accepted,"Wheeler, 1924",432227,ants
0,Camponotus_melanoticus_catharinae,species,accepted,"Santschi, 1939",432230,ants
0,Camponotus_vividus_cato,species,accepted,"Forel, 1913",432231,ants
0,Camponotus_ferreri_cavisquamis,species,accepted,"Santschi, 1926",432234,ants
0,Camponotus_cecconii,species,accepted,"Emery, 1908",432235,ants
0,Camponotus_hova_cemeryi,species,accepted,"Ozdikmen, 2010",432236,ants
0,Camponotus_ceriseipes,species,accepted,"Clark, 1938",432238,ants
0,Camponotus_cervicalis,species,accepted,"Roger, 1863",432239,ants
0,Camponotus_festinus_cetegus,species,accepted,"Forel, 1911",432240,ants
0,Camponotus_brasiliensis_chacoensis,species,accepted,"Santschi, 1919",432244,ants
0,Camponotus_chalceoides,species,accepted,"Clark, 1938",432246,ants
0,Camponotus_chalceus,species,accepted,"Crawley, 1915",432247,ants
0,Camponotus_championi,species,accepted,"Forel, 1899",432248,ants
0,Camponotus_chapini,species,accepted,"Wheeler, 1922",432249,ants
0,Camponotus_chartifex,species,accepted,"(Smith, 1860)",432250,ants
0,Camponotus_chazaliei,species,accepted,"Forel, 1899",432251,ants
0,Camponotus_cheesmanae,species,accepted,"Donisthorpe, 1932",432252,ants
0,Camponotus_chilensis,species,accepted,"(Spinola, 1851)",432253,ants
0,Camponotus_mayri_chimporensis,species,accepted,"Santschi, 1930",432254,ants
0,Camponotus_solon_chiton,species,accepted,"Emery, 1925",432255,ants
0,Camponotus_chloroticus,species,accepted,"Emery, 1897",432257,ants
0,Camponotus_andrei_cholericus,species,accepted,"Wheeler, 1914",432258,ants
0,Camponotus_chongqingensis,species,accepted,"Wu & Wang, 1989",432259,ants
0,Camponotus_christi,species,accepted,"Forel, 1886",432260,ants
0,Camponotus_christmasensis,species,accepted,"McArthur, 2008",432261,ants
0,Camponotus_christophei,species,accepted,"Wheeler & Mann, 1914",432263,ants
0,Camponotus_christopherseni,species,accepted,"Forel, 1912",432264,ants
0,Camponotus_chromaiodes,species,accepted,"Bolton, 1995",432265,ants
0,Camponotus_foraminosus_chrysogaster,species,accepted,"Emery, 1895",432266,ants
0,Camponotus_chrysurus,species,accepted,"Gerstacker, 1871",432268,ants
0,Camponotus_punctulatus_chubutensis,species,accepted,"Forel, 1913",432269,ants
0,Camponotus_churchetti,species,accepted,"McArthur, 2008",432270,ants
0,Camponotus_cilicicus,species,accepted,"Emery, 1908",432271,ants
0,Camponotus_cillae,species,accepted,"Forel, 1912",432272,ants
0,Camponotus_cinctellus,species,accepted,"(Gerstacker, 1859)",432273,ants
0,Camponotus_cinerascens,species,accepted,"(Fabricius, 1787)",432274,ants
0,Camponotus_cinereus,species,accepted,"Mayr, 1876",432275,ants
